transaction_id,customer_id,amount,status,event_date,last_login
1206,1213,19.99 USD,Refunded,2023-08-04,2023-11-07
1207,1013,€18.50,Success,2023-10-17,2023-12-04
1208,1473,€18.50,Success,2023-02-09,2023-12-29
1209,1027,19.99 USD,Success,2023-07-12,2023-12-24
1210,1470,,Success,2023-05-07,2023-08-21
1211,1077,49.99 USD,Failed,2023-10-16,2023-05-27
1212,1215,$19.99,Refunded,2023-03-12,2023-04-21
1213,1385,49.99 USD,Success,2023-05-17,2023-12-29
1214,1364,49.99 USD,Success,2023-05-24,
1215,1153,$19.99,Refunded,2023-12-20,2023-08-26
1216,1013,€18.50,Refunded,2023-10-26,2023-01-03
1217,1186,49.99 USD,Success,2023-12-11,2023-07-30
1218,1311,€18.50,Success,2023-09-26,
1219,1370,49.99 USD,Success,2023-05-19,2023-11-27
1220,1006,$49.99,Success,2023-02-21,2023-07-03
1221,1002,$19.99,Success,2023-01-17,2023-03-02
1222,1110,49.99 USD,Failed,2023-06-14,2023-05-03
1223,1406,$49.99,Refunded,2023-01-13,2023-02-24
1224,1237,€18.50,Success,2023-07-09,2023-06-12
1225,1362,$49.99,Success,2023-12-06,
1226,1238,19.99 USD,Success,2023-12-19,2023-02-08
1227,1492,49.99 USD,Success,2023-12-28,2023-07-04
1228,1273,$49.99,Failed,2023-12-18,2023-03-24
1229,1293,€18.50,Success,2023-09-21,
1230,1226,,Success,2023-11-08,2023-02-03
1231,1370,49.99 USD,Success,2023-08-09,2023-04-23
1232,1014,19.99 USD,Failed,2023-04-14,2023-08-18
1233,1191,$49.99,Refunded,2023-12-05,2023-10-10
1234,1472,€18.50,Success,2023-07-17,2023-10-14
1235,1118,49.99 USD,Success,2023-10-27,
1236,1484,€18.50,Success,2023-12-25,2023-06-14
1237,1027,19.99 USD,Success,2023-06-18,2023-07-01
1238,1201,$49.99,Refunded,2023-05-29,2023-08-27
1239,1038,€18.50,Success,2023-09-06,2023-05-17
1240,1440,€18.50,Success,2023-09-13,2023-12-05
1241,1272,$19.99,Refunded,2023-02-11,2023-09-23
1242,1230,€18.50,Success,2023-07-21,2023-07-06
1243,1085,$19.99,Failed,2023-09-01,2023-02-09
1244,1473,$49.99,Success,2023-06-06,2023-11-06
1245,1125,49.99 USD,Success,2023-10-13,2023-06-16
1246,1299,49.99 USD,Success,2023-10-09,2023-09-17
1247,1024,$49.99,Success,2023-08-26,2023-05-23
1248,1144,$49.99,Success,2023-01-19,2023-07-23
1249,1012,€18.50,Success,2023-02-22,2023-06-25
1250,1211,$49.99,Success,2023-03-26,2023-09-19
1251,1024,€18.50,Refunded,2023-09-30,2023-09-09
1252,1067,49.99 USD,Success,2023-12-26,2023-11-25
1253,1393,19.99 USD,Failed,2023-08-01,2023-07-19
1254,1066,49.99 USD,Success,2023-12-27,2023-07-18
1255,1232,$19.99,Success,2023-04-14,2023-07-15
1256,1108,49.99 USD,Failed,2023-07-11,
1257,1145,€18.50,Success,2023-06-26,2023-03-18
1258,1110,,Failed,2023-05-27,2023-01-19
1259,1227,$49.99,Success,2023-03-22,2023-03-03
1260,1110,49.99 USD,Success,2023-07-12,2023-11-23
1261,1469,19.99 USD,Success,2023-02-06,2023-10-08
1262,1033,19.99 USD,Refunded,2023-11-22,2023-09-07
1263,1110,€18.50,Failed,2023-06-03,2023-08-15
1264,1263,$19.99,Refunded,2023-05-10,2023-05-07
1265,1423,49.99 USD,Success,2023-02-28,2023-02-27
1266,1368,$49.99,Failed,2023-08-12,2023-07-23
1267,1235,49.99 USD,Success,2023-09-06,2023-08-31
1268,1082,€18.50,Refunded,2023-08-28,2023-11-28
1269,1041,€18.50,Success,2023-10-20,2023-11-22
1270,1424,€18.50,Failed,2023-10-14,2023-09-09
1271,1100,€18.50,Failed,2023-07-23,2023-11-18
1272,1005,$49.99,Success,2023-04-09,2023-07-18
1273,1179,€18.50,Failed,2023-12-16,2023-12-09
1274,1281,,Failed,2023-06-25,2023-08-28
1275,1319,19.99 USD,Success,2023-09-19,2023-05-19
1276,1225,,Refunded,2023-09-28,2023-05-02
1277,1442,$49.99,Failed,2023-05-23,
1278,1439,€18.50,Failed,2023-07-08,2023-10-31
1279,1314,€18.50,Failed,2023-09-29,2023-04-25
1280,1364,$49.99,Failed,2023-01-20,2023-12-09
1281,1453,$49.99,Success,2023-11-29,2023-09-08
1282,1228,$19.99,Refunded,2023-10-27,2023-01-07
1283,1376,€18.50,Refunded,2023-02-15,2023-08-07
1284,1288,€18.50,Success,2023-04-05,2023-03-18
1285,1436,€18.50,Failed,2023-03-05,2023-06-28
1286,1149,€18.50,Failed,2023-05-11,2023-05-25
1287,1276,$49.99,Success,2023-01-09,2023-06-03
1288,1197,€18.50,Refunded,2023-07-22,2023-05-01
1289,1069,,Success,2023-10-25,2023-05-04
1290,1111,€18.50,Success,2023-06-23,
1291,1003,49.99 USD,Refunded,2023-03-14,2023-09-25
1292,1349,€18.50,Failed,2023-03-25,
1293,1330,$49.99,Success,2023-02-28,2023-01-01
1294,1445,€18.50,Success,2023-01-21,2023-06-10
1295,1317,49.99 USD,Success,2023-06-06,2023-09-01
1296,1349,49.99 USD,Success,2023-11-15,2023-09-08
1297,1094,49.99 USD,Refunded,2023-11-25,2023-03-05
1298,1151,19.99 USD,Refunded,2023-03-02,
1299,1310,$19.99,Success,2023-03-05,2023-09-05
1300,1136,€18.50,Failed,2023-11-21,2023-10-24
1301,1246,€18.50,Refunded,2023-06-17,
1302,1386,19.99 USD,Success,2023-07-22,2023-10-22
1303,1242,€18.50,Success,2023-05-09,2023-01-01
1304,1030,€18.50,Refunded,2023-09-02,2023-02-10
1305,1039,$49.99,Success,2023-04-16,2023-06-22
1306,1228,$49.99,Success,2023-11-17,2023-03-29
1307,1035,$49.99,Success,2023-05-02,2023-04-08
1308,1407,19.99 USD,Refunded,2023-11-14,2023-03-29
1309,1222,€18.50,Failed,2023-07-01,2023-09-08
1310,1005,$19.99,Success,2023-04-13,2023-12-01
1311,1321,€18.50,Success,2023-11-12,2023-05-21
1312,1467,$49.99,Refunded,2023-10-29,2023-03-12
1313,1219,$49.99,Success,2023-09-18,2023-05-17
1314,1074,€18.50,Success,2023-04-23,2023-04-09
1315,1003,€18.50,Success,2023-03-11,2023-05-31
1316,1334,19.99 USD,Success,2023-06-09,2023-06-24
1317,1133,19.99 USD,Failed,2023-08-28,2023-06-16
1318,1117,$49.99,Success,2023-01-11,2023-12-09
1319,1368,€18.50,Refunded,2023-05-18,2023-09-14
1320,1093,$19.99,Failed,2023-06-16,2023-08-12
1321,1485,€18.50,Failed,2023-09-04,2023-11-26
1322,1434,€18.50,Success,2023-12-20,2023-03-06
1323,1061,,Refunded,2023-01-31,2023-03-10
1324,1440,49.99 USD,Success,2023-01-12,2023-03-08
1325,1193,19.99 USD,Success,2023-08-31,2023-02-19
1326,1334,€18.50,Success,2023-04-18,2023-11-10
1327,1202,$49.99,Success,2023-12-02,2023-11-05
1328,1391,€18.50,Success,2023-11-19,2023-04-01
1329,1025,$49.99,Success,2023-07-13,2023-04-25
1330,1434,€18.50,Failed,2023-11-04,
1331,1172,$49.99,Success,2023-05-13,
1332,1299,€18.50,Failed,2023-10-08,2023-01-18
1333,1132,19.99 USD,Success,2023-10-18,2023-09-29
1334,1325,€18.50,Refunded,2023-06-12,2023-05-10
1335,1409,49.99 USD,Failed,2023-10-05,2023-09-26
1336,1117,$19.99,Success,2023-07-22,2023-03-21
1337,1323,19.99 USD,Success,2023-04-06,2023-10-26
1338,1274,€18.50,Failed,2023-08-11,2023-11-06
1339,1211,49.99 USD,Success,2023-08-25,2023-07-21
1340,1224,$19.99,Refunded,2023-04-27,2023-08-13
1341,1019,49.99 USD,Success,2023-07-11,2023-06-08
1342,1112,€18.50,Failed,2023-10-03,2023-07-23
1343,1139,€18.50,Success,2023-04-16,2023-05-17
1344,1046,$49.99,Success,2023-01-04,2023-03-14
1345,1000,19.99 USD,Success,2023-01-18,2023-02-17
1346,1089,€18.50,Failed,2023-11-03,2023-01-18
1347,1141,49.99 USD,Success,2023-01-20,2023-09-24
1348,1319,19.99 USD,Success,2023-05-02,2023-12-06
1349,1037,€18.50,Success,2023-05-17,2023-01-19
1350,1292,$49.99,Success,2023-03-21,
1351,1381,€18.50,Success,2023-06-03,2023-04-26
1352,1138,$49.99,Refunded,2023-12-24,2023-12-12
1353,1355,$19.99,Refunded,2023-01-25,
1354,1332,,Success,2023-06-18,2023-10-07
1355,1490,$19.99,Refunded,2023-02-28,2023-09-26
1356,1258,$19.99,Failed,2023-10-28,2023-05-05
1357,1160,49.99 USD,Refunded,2023-02-10,
1358,1389,19.99 USD,Success,2023-02-07,2023-06-23
1359,1177,49.99 USD,Success,2023-04-27,2023-06-30
1360,1009,€18.50,Failed,2023-10-02,2023-08-14
1361,1260,$19.99,Success,2023-09-27,2023-06-06
1362,1406,€18.50,Success,2023-05-07,2023-06-13
1363,1137,$19.99,Success,2023-01-03,2023-03-12
1364,1171,€18.50,Success,2023-10-20,2023-08-10
1365,1385,49.99 USD,Success,2023-01-16,2023-05-06
1366,1012,49.99 USD,Success,2023-09-22,2023-05-25
1367,1167,19.99 USD,Success,2023-08-27,2023-06-25
1368,1129,$19.99,Success,2023-09-20,2023-06-01
1369,1083,$49.99,Success,2023-05-14,
1370,1320,49.99 USD,Success,2023-08-01,2023-12-13
1371,1318,49.99 USD,Success,2023-01-15,2023-03-26
1372,1100,19.99 USD,Success,2023-11-24,2023-12-30
1373,1328,€18.50,Refunded,2023-12-26,2023-05-01
1374,1272,19.99 USD,Success,2023-05-09,2023-05-09
1375,1264,$19.99,Success,2023-12-18,2023-01-06
1376,1458,€18.50,Refunded,2023-05-02,2023-11-30
1377,1398,€18.50,Success,2023-08-29,2023-07-02
1378,1407,€18.50,Refunded,2023-04-25,2023-02-07
1379,1037,49.99 USD,Failed,2023-07-16,2023-04-26
1380,1418,€18.50,Failed,2023-08-10,2023-04-12
1381,1093,49.99 USD,Refunded,2023-08-02,2023-01-08
1382,1094,49.99 USD,Success,2023-03-21,
1383,1304,€18.50,Success,2023-09-20,2023-07-26
1384,1068,€18.50,Success,2023-05-15,2023-03-19
1385,1317,,Success,2023-11-02,2023-02-24
1386,1443,49.99 USD,Success,2023-08-30,2023-10-31
1387,1235,$49.99,Success,2023-10-30,2023-08-16
1388,1433,$49.99,Success,2023-09-27,2023-03-29
1389,1333,19.99 USD,Refunded,2023-10-14,2023-01-10
1390,1372,$49.99,Success,2023-02-19,2023-11-04
1391,1375,$19.99,Refunded,2023-07-08,2023-10-17
1392,1458,49.99 USD,Failed,2023-10-24,2023-06-13
1393,1136,19.99 USD,Success,2023-01-14,2023-08-27
1394,1417,€18.50,Success,2023-08-20,2023-11-13
1395,1075,49.99 USD,Failed,2023-09-18,2023-05-24
1396,1482,19.99 USD,Success,2023-07-11,
1397,1034,€18.50,Failed,2023-07-22,
1398,1000,€18.50,Success,2023-09-18,2023-03-12
1399,1295,€18.50,Success,2023-04-23,2023-06-24
1400,1319,49.99 USD,Success,2023-12-18,2023-12-08
1401,1405,€18.50,Success,2023-02-05,2023-10-15
1402,1059,$49.99,Refunded,2023-03-20,2023-10-26
1403,1319,19.99 USD,Refunded,2023-10-02,2023-12-05
1404,1348,49.99 USD,Success,2023-10-05,2023-09-05
1405,1327,$19.99,Failed,2023-06-11,2023-07-12
1406,1266,€18.50,Failed,2023-11-08,
1407,1360,€18.50,Success,2023-01-17,
1408,1228,49.99 USD,Failed,2023-07-23,2023-09-25
1409,1269,49.99 USD,Success,2023-01-17,2023-07-23
1410,1315,€18.50,Success,2023-07-21,2023-12-07
1411,1285,$49.99,Success,2023-07-29,2023-05-03
1412,1290,€18.50,Failed,2023-03-19,2023-02-27
1413,1212,€18.50,Failed,2023-02-25,2023-12-05
1414,1164,$49.99,Success,2023-03-21,2023-07-20
1415,1004,$19.99,Refunded,2023-11-02,
1416,1338,€18.50,Failed,2023-02-27,2023-05-08
1417,1378,€18.50,Success,2023-01-18,
1418,1077,€18.50,Failed,2023-07-27,2023-08-22
1419,1409,$49.99,Success,2023-05-15,2023-11-06
1420,1061,19.99 USD,Failed,2023-11-28,2023-02-16
1421,1131,$19.99,Refunded,2023-01-10,2023-04-25
1422,1088,$19.99,Failed,2023-03-10,2023-09-12
1423,1236,$49.99,Success,2023-12-07,2023-08-11
1424,1041,49.99 USD,Failed,2023-03-24,2023-05-04
1425,1088,49.99 USD,Refunded,2023-04-19,2023-06-09
1426,1401,€18.50,Success,2023-02-13,2023-04-06
1427,1295,€18.50,Success,2023-05-12,2023-04-17
1428,1327,$49.99,Success,2023-01-18,2023-04-30
1429,1294,€18.50,Success,2023-04-03,2023-04-11
1430,1103,$19.99,Success,2023-10-21,2023-04-13
1431,1013,$19.99,Success,2023-05-28,2023-06-15
1432,1287,19.99 USD,Failed,2023-06-21,2023-07-05
1433,1178,49.99 USD,Success,2023-02-20,2023-02-01
1434,1124,$49.99,Success,2023-01-19,2023-03-07
1435,1421,€18.50,Success,2023-04-30,2023-06-28
1436,1352,49.99 USD,Success,2023-11-20,2023-09-24
1437,1022,€18.50,Success,2023-08-13,2023-02-06
1438,1062,19.99 USD,Refunded,2023-03-07,2023-07-20
1439,1142,19.99 USD,Refunded,2023-05-21,2023-12-24
1440,1480,€18.50,Success,2023-07-08,2023-02-18
1441,1152,19.99 USD,Success,2023-06-07,2023-10-02
1442,1144,19.99 USD,Success,2023-04-08,2023-06-17
1443,1224,€18.50,Success,2023-06-07,2023-09-20
1444,1494,€18.50,Success,2023-09-03,2023-05-13
1445,1449,19.99 USD,Success,2023-12-10,2023-10-25
1446,1461,49.99 USD,Success,2023-08-24,2023-12-10
1447,1308,19.99 USD,Success,2023-02-02,2023-06-25
1448,1103,€18.50,Success,2023-12-27,2023-01-11
1449,1103,$49.99,Success,2023-08-29,2023-07-20
1450,1434,€18.50,Success,2023-11-26,2023-10-24
1451,1038,€18.50,Success,2023-12-04,2023-01-03
1452,1434,$49.99,Failed,2023-10-02,
1453,1197,49.99 USD,Refunded,2023-03-12,2023-10-23
1454,1133,$19.99,Success,2023-11-09,2023-11-03
1455,1066,€18.50,Success,2023-08-04,2023-02-01
1456,1390,€18.50,Success,2023-03-20,2023-02-17
1457,1178,49.99 USD,Success,2023-06-18,2023-11-23
1458,1455,$49.99,Success,2023-10-25,
1459,1041,49.99 USD,Success,2023-06-29,2023-07-18
1460,1447,€18.50,Success,2023-04-26,2023-03-30
1461,1499,19.99 USD,Failed,2023-09-17,2023-04-19
1462,1014,€18.50,Failed,2023-09-17,2023-10-18
1463,1110,$19.99,Refunded,2023-01-05,2023-04-18
1464,1156,€18.50,Success,2023-10-24,2023-02-09
1465,1288,$49.99,Refunded,2023-04-18,2023-02-21
1466,1499,$49.99,Success,2023-12-09,2023-04-22
1467,1477,€18.50,Failed,2023-12-26,2023-10-22
1468,1230,$49.99,Success,2023-04-27,2023-03-09
1469,1410,19.99 USD,Success,2023-12-23,2023-07-08
1470,1419,49.99 USD,Success,2023-11-27,
1471,1156,€18.50,Success,2023-11-27,2023-07-28
1472,1037,19.99 USD,Failed,2023-01-13,2023-03-06
1473,1440,49.99 USD,Refunded,2023-05-22,2023-03-03
1474,1096,49.99 USD,Failed,2023-07-07,2023-09-15
1475,1484,19.99 USD,Success,2023-10-08,2023-05-14
1476,1410,€18.50,Failed,2023-04-25,2023-05-02
1477,1438,€18.50,Success,2023-08-24,2023-11-27
1478,1288,49.99 USD,Refunded,2023-12-04,
1479,1253,49.99 USD,Success,2023-01-10,2023-07-29
1480,1195,$49.99,Success,2023-07-18,2023-10-23
1481,1085,49.99 USD,Success,2023-09-09,2023-03-30
1482,1321,19.99 USD,Success,2023-02-19,2023-06-16
1483,1009,49.99 USD,Success,2023-05-22,2023-01-28
1484,1004,€18.50,Failed,2023-09-28,2023-08-26
1485,1122,€18.50,Success,2023-01-16,2023-12-02
1486,1329,€18.50,Failed,2023-01-02,2023-03-04
1487,1352,49.99 USD,Failed,2023-06-07,2023-09-12
1488,1117,$19.99,Success,2023-01-30,2023-02-10
1489,1293,$19.99,Success,2023-03-23,2023-01-29
1490,1396,19.99 USD,Failed,2023-01-31,2023-10-06
1491,1158,$19.99,Success,2023-08-24,2023-03-21
1492,1302,19.99 USD,Refunded,2023-11-29,2023-02-20
1493,1227,$49.99,Refunded,2023-05-28,2023-04-22
1494,1364,19.99 USD,Success,2023-06-26,2023-12-27
1495,1215,$19.99,Success,2023-02-04,2023-10-28
1496,1435,49.99 USD,Failed,2023-01-23,2023-03-31
1497,1183,,Refunded,2023-04-16,2023-08-17
1498,1014,$19.99,Failed,2023-04-07,
1499,1156,19.99 USD,Success,2023-08-18,2023-08-31
1500,1135,€18.50,Failed,2023-08-15,2023-05-18
1501,1260,€18.50,Success,2023-04-10,2023-05-15
1502,1156,$19.99,Success,2023-02-24,2023-03-30
1503,1046,19.99 USD,Success,2023-07-14,2023-01-15
1504,1323,$49.99,Success,2023-01-08,2023-11-29
1505,1331,$19.99,Refunded,2023-11-11,2023-12-28
1506,1172,$19.99,Failed,2023-05-08,2023-06-23
1507,1129,€18.50,Refunded,2023-02-01,2023-03-31
1508,1410,,Success,2023-04-03,2023-08-01
1509,1094,€18.50,Success,2023-01-07,2023-12-09
1510,1114,$49.99,Success,2023-09-15,2023-03-02
1511,1242,19.99 USD,Refunded,2023-12-07,2023-12-30
1512,1419,$49.99,Failed,2023-08-08,
1513,1291,$19.99,Refunded,2023-08-28,2023-03-02
1514,1281,€18.50,Failed,2023-04-16,2023-11-03
1515,1298,€18.50,Failed,2023-02-05,2023-06-15
1516,1282,49.99 USD,Success,2023-02-14,2023-01-12
1517,1068,€18.50,Success,2023-10-25,2023-08-04
1518,1147,€18.50,Refunded,2023-11-05,2023-03-18
1519,1010,$19.99,Failed,2023-01-09,2023-08-20
1520,1253,€18.50,Refunded,2023-03-28,2023-04-22
1521,1329,19.99 USD,Refunded,2023-11-27,2023-03-07
1522,1359,€18.50,Failed,2023-06-26,2023-07-01
1523,1037,€18.50,Success,2023-05-10,2023-07-23
1524,1133,$19.99,Success,2023-07-14,2023-07-25
1525,1199,49.99 USD,Success,2023-01-11,2023-10-13
1526,1022,$49.99,Success,2023-11-02,2023-04-15
1527,1302,$49.99,Success,2023-05-02,2023-08-30
1528,1345,$19.99,Success,2023-08-23,2023-08-23
1529,1301,$19.99,Success,2023-11-27,2023-06-25
1530,1362,$49.99,Success,2023-01-31,
1531,1395,49.99 USD,Success,2023-12-14,2023-01-31
1532,1217,€18.50,Success,2023-08-12,
1533,1140,$49.99,Success,2023-06-02,2023-08-30
1534,1103,,Success,2023-07-31,2023-06-02
1535,1445,€18.50,Success,2023-04-02,2023-07-15
1536,1209,19.99 USD,Success,2023-11-27,2023-09-26
1537,1472,49.99 USD,Refunded,2023-12-14,2023-06-19
1538,1480,49.99 USD,Success,2023-05-09,2023-12-23
1539,1110,€18.50,Success,2023-07-16,2023-11-19
1540,1103,€18.50,Refunded,2023-02-11,2023-12-02
1541,1315,$19.99,Success,2023-08-16,2023-08-20
1542,1170,$49.99,Success,2023-07-13,2023-07-03
1543,1459,€18.50,Success,2023-01-18,2023-12-25
1544,1491,49.99 USD,Success,2023-11-29,2023-10-02
1545,1355,49.99 USD,Refunded,2023-08-31,2023-02-01
1546,1495,€18.50,Failed,2023-10-03,2023-06-26
1547,1323,$49.99,Success,2023-05-07,
1548,1132,49.99 USD,Success,2023-03-16,2023-07-17
1549,1375,€18.50,Success,2023-03-03,2023-01-27
1550,1292,€18.50,Refunded,2023-10-15,2023-05-31
1551,1327,€18.50,Refunded,2023-07-05,2023-10-30
1552,1126,$49.99,Success,2023-06-27,2023-09-25
1553,1105,49.99 USD,Failed,2023-06-15,2023-03-26
1554,1496,19.99 USD,Success,2023-07-02,2023-03-07
1555,1091,,Success,2023-01-28,2023-05-13
1556,1286,$49.99,Failed,2023-11-26,2023-03-23
1557,1377,49.99 USD,Refunded,2023-09-04,2023-11-15
1558,1392,49.99 USD,Success,2023-12-03,2023-11-24
1559,1050,$19.99,Success,2023-01-22,2023-04-08
1560,1028,49.99 USD,Success,2023-04-06,2023-03-14
1561,1461,49.99 USD,Failed,2023-05-02,2023-11-23
1562,1295,€18.50,Success,2023-09-07,2023-01-30
1563,1296,19.99 USD,Refunded,2023-11-04,2023-05-05
1564,1213,€18.50,Failed,2023-11-30,2023-07-29
1565,1266,€18.50,Success,2023-11-22,2023-09-29
1566,1406,€18.50,Success,2023-05-17,2023-08-01
1567,1256,$19.99,Success,2023-10-04,
1568,1301,€18.50,Failed,2023-11-16,2023-06-06
1569,1100,$49.99,Refunded,2023-11-28,2023-02-16
1570,1404,$49.99,Success,2023-03-02,2023-12-23
1571,1345,49.99 USD,Success,2023-09-07,2023-12-29
1572,1109,€18.50,Success,2023-04-05,2023-01-22
1573,1419,$19.99,Refunded,2023-10-23,2023-03-24
1574,1181,$19.99,Success,2023-07-03,2023-08-22
1575,1470,49.99 USD,Failed,2023-09-17,2023-03-01
1576,1312,$49.99,Success,2023-10-14,2023-07-07
1577,1000,19.99 USD,Refunded,2023-06-04,2023-02-27
1578,1318,€18.50,Refunded,2023-07-05,
1579,1437,,Success,2023-03-10,2023-06-11
1580,1054,€18.50,Failed,2023-11-22,2023-10-28
1581,1370,$49.99,Success,2023-09-18,2023-11-02
1582,1423,$49.99,Success,2023-04-25,2023-01-02
1583,1398,19.99 USD,Refunded,2023-12-13,2023-09-28
1584,1148,19.99 USD,Success,2023-01-08,2023-05-23
1585,1430,$19.99,Success,2023-09-22,2023-07-07
1586,1456,€18.50,Success,2023-09-28,
1587,1308,€18.50,Success,2023-09-06,2023-12-07
1588,1136,$49.99,Refunded,2023-04-15,2023-08-12
1589,1201,$19.99,Failed,2023-09-20,2023-06-29
1590,1435,49.99 USD,Success,2023-08-12,2023-01-23
1591,1312,€18.50,Failed,2023-11-24,2023-12-21
1592,1116,$19.99,Failed,2023-09-28,
1593,1153,$19.99,Success,2023-06-14,2023-04-17
1594,1424,$49.99,Refunded,2023-03-24,2023-10-24
1595,1290,$19.99,Success,2023-10-22,2023-08-17
1596,1062,19.99 USD,Failed,2023-05-14,2023-11-09
1597,1243,19.99 USD,Failed,2023-07-30,2023-04-07
1598,1024,€18.50,Refunded,2023-11-09,2023-10-08
1599,1089,$49.99,Refunded,2023-04-02,2023-04-20
1600,1074,49.99 USD,Success,2023-12-03,2023-02-06
1601,1293,€18.50,Refunded,2023-05-07,2023-02-09
1602,1385,19.99 USD,Failed,2023-07-10,2023-03-26
1603,1390,€18.50,Success,2023-06-08,2023-10-29
1604,1209,$49.99,Success,2023-11-27,2023-07-07
1605,1474,$49.99,Success,2023-12-01,2023-08-28
1606,1417,$19.99,Success,2023-01-10,2023-12-24
1607,1346,€18.50,Success,2023-04-17,2023-12-20
1608,1016,$19.99,Success,2023-03-28,2023-01-19
1609,1127,$49.99,Success,2023-03-08,
1610,1426,19.99 USD,Success,2023-03-03,2023-11-21
1611,1442,49.99 USD,Success,2023-05-26,2023-09-18
1612,1363,,Success,2023-06-02,2023-06-07
1613,1250,$19.99,Success,2023-04-17,2023-10-31
1614,1178,,Success,2023-05-28,2023-04-22
1615,1181,$49.99,Success,2023-07-05,2023-05-24
1616,1151,19.99 USD,Refunded,2023-12-15,2023-09-13
1617,1024,$49.99,Success,2023-12-08,
1618,1454,49.99 USD,Failed,2023-06-27,2023-07-03
1619,1179,49.99 USD,Success,2023-12-01,
1620,1197,19.99 USD,Refunded,2023-09-23,2023-05-11
1621,1343,$49.99,Success,2023-05-29,2023-10-08
1622,1160,€18.50,Success,2023-09-04,
1623,1176,$49.99,Success,2023-09-11,2023-01-08
1624,1284,49.99 USD,Success,2023-01-29,2023-07-12
1625,1062,$49.99,Success,2023-12-18,2023-11-14
1626,1490,$19.99,Success,2023-09-23,2023-01-07
1627,1149,€18.50,Success,2023-01-13,2023-05-16
1628,1153,€18.50,Success,2023-02-16,2023-01-19
1629,1155,$19.99,Refunded,2023-05-31,2023-05-19
1630,1369,€18.50,Success,2023-02-19,2023-06-26
1631,1468,19.99 USD,Failed,2023-08-03,2023-01-11
1632,1048,€18.50,Success,2023-05-12,2023-02-10
1633,1454,$49.99,Success,2023-04-23,2023-04-24
1634,1336,€18.50,Success,2023-09-09,2023-06-29
1635,1083,49.99 USD,Refunded,2023-12-07,2023-07-13
1636,1360,$19.99,Success,2023-02-22,2023-07-15
1637,1176,$19.99,Failed,2023-05-10,2023-12-14
1638,1147,€18.50,Success,2023-11-20,2023-08-13
1639,1117,$19.99,Success,2023-07-12,2023-11-27
1640,1341,49.99 USD,Refunded,2023-03-20,2023-11-19
1641,1475,$19.99,Success,2023-02-26,2023-09-18
1642,1062,€18.50,Success,2023-04-07,2023-04-26
1643,1188,€18.50,Failed,2023-07-17,2023-05-30
1644,1359,€18.50,Success,2023-05-15,2023-04-28
1645,1048,19.99 USD,Success,2023-05-27,2023-06-14
1646,1326,$19.99,Refunded,2023-06-21,2023-09-09
1647,1256,€18.50,Success,2023-03-04,2023-09-24
1648,1223,$19.99,Failed,2023-03-06,2023-02-13
1649,1140,$49.99,Refunded,2023-10-22,2023-06-30
1650,1477,49.99 USD,Success,2023-07-30,2023-03-18
1651,1214,$19.99,Failed,2023-04-19,2023-04-26
1652,1434,$19.99,Refunded,2023-10-09,
1653,1378,€18.50,Success,2023-06-21,2023-01-13
1654,1439,49.99 USD,Success,2023-01-12,2023-04-02
1655,1210,€18.50,Failed,2023-11-29,2023-09-03
1656,1317,$19.99,Success,2023-08-08,
1657,1031,€18.50,Success,2023-12-08,2023-05-19
1658,1157,19.99 USD,Success,2023-10-13,2023-12-07
1659,1284,49.99 USD,Success,2023-06-21,2023-09-01
1660,1304,€18.50,Refunded,2023-08-24,2023-12-07
1661,1428,€18.50,Failed,2023-06-15,2023-09-30
1662,1476,€18.50,Success,2023-07-06,2023-10-31
1663,1285,$19.99,Success,2023-06-19,2023-07-10
1664,1143,$19.99,Success,2023-02-21,2023-04-07
1665,1423,19.99 USD,Failed,2023-11-15,2023-11-27
1666,1018,$49.99,Failed,2023-07-08,2023-07-24
1667,1017,$49.99,Success,2023-04-30,2023-05-17
1668,1256,$49.99,Success,2023-04-15,
1669,1077,49.99 USD,Success,2023-06-11,
1670,1370,49.99 USD,Success,2023-10-22,2023-10-13
1671,1174,19.99 USD,Success,2023-02-10,2023-10-30
1672,1497,49.99 USD,Failed,2023-12-30,2023-05-15
1673,1193,$49.99,Success,2023-06-14,2023-05-22
1674,1475,$49.99,Success,2023-11-17,2023-09-11
1675,1112,€18.50,Refunded,2023-12-01,
1676,1113,49.99 USD,Success,2023-06-09,2023-09-12
1677,1221,$19.99,Success,2023-09-21,
1678,1165,$19.99,Success,2023-12-19,2023-10-17
1679,1434,€18.50,Failed,2023-01-18,2023-07-27
1680,1318,€18.50,Refunded,2023-06-22,
1681,1131,€18.50,Success,2023-12-18,
1682,1384,$19.99,Success,2023-02-02,2023-03-11
1683,1263,$49.99,Success,2023-09-18,2023-05-16
1684,1412,€18.50,Success,2023-07-29,2023-10-07
1685,1054,19.99 USD,Success,2023-11-26,2023-03-08
1686,1358,€18.50,Success,2023-06-13,2023-01-04
1687,1130,€18.50,Success,2023-01-05,
1688,1287,€18.50,Success,2023-02-03,2023-01-01
1689,1265,$19.99,Failed,2023-10-07,2023-10-17
1690,1457,49.99 USD,Success,2023-05-25,2023-04-19
1691,1466,€18.50,Refunded,2023-12-17,2023-09-22
1692,1365,49.99 USD,Refunded,2023-03-12,2023-03-04
1693,1161,€18.50,Success,2023-12-14,2023-09-23
1694,1379,19.99 USD,Success,2023-08-18,2023-05-18
1695,1480,49.99 USD,Success,2023-05-05,2023-02-13
1696,1086,$49.99,Success,2023-10-05,
